Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
11;2012;1234;Schaub, Matt;QB;hou;h;jac;39.08;7000
11;2012;1408;Griffin III, Robert;QB;was;h;phi;32.4;9000
11;2012;1309;Henne, Chad;QB;jac;a;hou;30.86;5200
11;2012;1131;Brady, Tom;QB;nwe;h;ind;25.24;9300
11;2012;1330;Freeman, Josh;QB;tam;a;car;24.62;7800
11;2012;1403;Dalton, Andy;QB;cin;a;kan;24.5;7800
11;2012;1081;Manning, Peyton;QB;den;h;sdg;21.8;8900
11;2012;1151;Brees, Drew;QB;nor;a;oak;20.76;9600
11;2012;1404;Kaepernick, Colin;QB;sfo;h;chi;18.92;5500
11;2012;1207;Palmer, Carson;QB;oak;h;nor;18.68;8000
11;2012;1378;Newton, Cam;QB;car;h;tam;18.08;8600
11;2012;1409;Luck, Andrew;QB;ind;a;nwe;16.76;8400
11;2012;1252;Rodgers, Aaron;QB;gnb;a;det;16.74;9800
11;2012;1206;Leftwich, Byron;QB;pit;h;bal;16.14;0
11;2012;1233;Romo, Tony;QB;dal;h;cle;15.52;7800
11;2012;1411;Weeden, Brandon;QB;cle;a;dal;14.4;5800
11;2012;1231;Rivers, Philip;QB;sdg;a;den;14.32;7700
11;2012;1344;Bradford, Sam;QB;stl;h;nyj;12.5;6500
11;2012;1340;Stafford, Matthew;QB;det;h;gnb;11.84;9100
11;2012;1339;Sanchez, Mark;QB;nyj;a;stl;10.92;5500
11;2012;1410;Tannehill, Ryan;QB;mia;a;buf;8.34;6200
11;2012;1242;Fitzpatrick, Ryan;QB;buf;h;mia;8.22;7400
11;2012;1240;Campbell, Jason;QB;chi;a;sfo;7.58;5300
11;2012;1301;Ryan, Matt;QB;atl;h;ari;6.74;9100
11;2012;1302;Flacco, Joe;QB;bal;a;pit;6.46;7300
11;2012;1413;Foles, Nick;QB;phi;a;was;6.16;5300
11;2012;1286;Quinn, Brady;QB;kan;h;cin;4.5;5000
11;2012;1241;Cassel, Matt;QB;kan;h;cin;3.72;5800
11;2012;1334;Daniel, Chase;QB;nor;a;oak;2.3;5000
11;2012;1416;Lindley, Ryan;QB;ari;a;atl;0.56;5000
11;2012;1369;Skelton, John;QB;ari;a;atl;0.24;5500
11;2012;1401;Mallett, Ryan;QB;nwe;h;ind;0;5000
11;2012;1373;Tebow, Tim;QB;nyj;a;stl;-0.54;5000
11;2012;1381;Gabbert, Blaine;QB;jac;a;hou;-1.04;5800
11;2012;2665;Reece, Marcel;RB;oak;h;nor;21.3;5900
11;2012;2668;Stephens-Howling, LaRod;RB;ari;a;atl;20.3;5500
11;2012;2819;Powell, Bilal;RB;nyj;a;stl;19;4700
11;2012;2865;Richardson, Trent;RB;cle;a;dal;17.4;7700
11;2012;2650;Green-Ellis, BenJarvus;RB;cin;a;kan;17.3;5500
11;2012;2858;Martin, Doug;RB;tam;a;car;16.1;7900
11;2012;2795;LeShoure, Mikel;RB;det;h;gnb;14.7;6200
11;2012;2775;Spiller, C.J.;RB;buf;h;mia;14.5;8000
11;2012;2629;Charles, Jamaal;RB;kan;h;cin;13.8;7500
11;2012;2612;Stewart, Jonathan;RB;car;h;tam;13.8;5300
11;2012;2793;Ingram, Mark;RB;nor;a;oak;13.3;4700
11;2012;2616;Jones, Felix;RB;dal;h;cle;12.5;6500
11;2012;2707;McCoy, LeSean;RB;phi;a;was;12.2;7900
