Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
12;2011;1151;Brees, Drew;QB;nor;h;nyg;37.32;9200
12;2011;1131;Brady, Tom;QB;nwe;a;phi;29.24;9200
12;2011;1242;Fitzpatrick, Ryan;QB;buf;a;nyj;25.96;7000
12;2011;1225;Manning, Eli;QB;nyg;a;nor;23.64;7800
12;2011;1257;Young, Vince;QB;phi;h;nwe;23;5800
12;2011;1301;Ryan, Matt;QB;atl;h;min;22.78;8200
12;2011;1339;Sanchez, Mark;QB;nyj;h;buf;22.7;6800
12;2011;1252;Rodgers, Aaron;QB;gnb;a;det;20.18;9800
12;2011;1335;Hanie, Caleb;QB;chi;a;oak;20.16;5600
12;2011;1378;Newton, Cam;QB;car;a;ind;19.62;9200
12;2011;1202;Grossman, Rex;QB;was;a;sea;18.46;6000
12;2011;1340;Stafford, Matthew;QB;det;h;gnb;17.14;8800
12;2011;1361;McCoy, Colt;QB;cle;a;cin;16.84;6400
12;2011;1373;Tebow, Tim;QB;den;a;sdg;16.42;8200
12;2011;1403;Dalton, Andy;QB;cin;h;cle;15.1;7000
12;2011;1233;Romo, Tony;QB;dal;h;mia;14.84;8400
12;2011;1298;Moore, Matt;QB;mia;a;dal;13.82;6600
12;2011;1260;Jackson, Tarvaris;QB;sea;h;was;12.76;5600
12;2011;1386;Ponder, Christian;QB;min;a;atl;12.34;7000
12;2011;1231;Rivers, Philip;QB;sdg;h;den;11.62;8600
12;2011;1232;Roethlisberger, Ben;QB;pit;a;kan;11.52;8200
12;2011;1207;Palmer, Carson;QB;oak;h;chi;11.04;7000
12;2011;1332;Painter, Curtis;QB;ind;h;car;11.04;5800
12;2011;1302;Flacco, Joe;QB;bal;h;sfo;10.64;7600
12;2011;1344;Bradford, Sam;QB;stl;h;ari;10.12;6200
12;2011;1330;Freeman, Josh;QB;tam;a;ten;9.96;7400
12;2011;1060;Hasselbeck, Matt;QB;ten;h;tam;8.2;6800
12;2011;1256;Leinart, Matt;QB;hou;a;jac;6.28;5700
12;2011;1254;Smith, Alex;QB;sfo;a;bal;5.8;7000
12;2011;1381;Gabbert, Blaine;QB;jac;h;hou;4.54;5600
12;2011;1369;Skelton, John;QB;ari;a;stl;4.36;5800
12;2011;1227;McCown, Luke;QB;jac;h;hou;3.38;5000
12;2011;1399;Yates, T.J.;QB;hou;a;jac;2.5;5000
12;2011;1313;Palko, Tyler;QB;kan;h;pit;1.68;5000
12;2011;1320;Johnson, Josh;QB;tam;a;ten;0.6;5000
12;2011;1334;Daniel, Chase;QB;nor;h;nyg;0.36;5000
12;2011;1015;Brunell, Mark;QB;nyj;h;buf;0;5000
12;2011;1336;Hoyer, Brian;QB;nwe;a;phi;-0.1;5000
12;2011;2704;Wells, Beanie;RB;ari;a;stl;26.8;6400
12;2011;2813;Helu, Roy;RB;was;a;sea;25.7;5800
12;2011;2454;Benson, Cedric;RB;cin;h;cle;21;7000
12;2011;2552;Lynch, Marshawn;RB;sea;h;was;19.6;7400
12;2011;2500;Williams, DeAngelo;RB;car;a;ind;18.9;5800
12;2011;2502;Jones-Drew, Maurice;RB;jac;h;hou;18.6;9000
12;2011;2598;Thomas, Pierre;RB;nor;h;nyg;18.5;6400
12;2011;2645;Johnson, Chris;RB;ten;h;tam;17.8;7800
12;2011;2536;Bush, Michael;RB;oak;h;chi;17.3;7600
12;2011;2310;Morris, Maurice;RB;det;h;gnb;16.5;5800
12;2011;2696;Foster, Arian;RB;hou;a;jac;16.4;9800
12;2011;2793;Ingram, Mark;RB;nor;h;nyg;16.4;6000
12;2011;2650;Green-Ellis, BenJarvus;RB;nwe;a;phi;16.4;6200
12;2011;2705;Brown, Donald;RB;ind;h;car;16.2;5400
12;2011;2831;Murray, DeMarco;RB;dal;h;mia;14.8;7600
12;2011;2754;Mathews, Ryan;RB;sdg;h;den;14.7;7600
12;2011;2707;McCoy, LeSean;RB;phi;h;nwe;14.1;9200
12;2011;2721;Blount, LeGarrette;RB;tam;a;ten;13.4;6600
12;2011;2736;Gerhart, Toby;RB;min;a;atl;13.3;4500
12;2011;2787;Williams, Keiland;RB;det;h;gnb;13.2;4800
12;2011;2665;Reece, Marcel;RB;oak;h;chi;11.7;4800
12;2011;2373;McGahee, Willis;RB;den;a;sdg;11.7;6000
12;2011;2613;Forte, Matt;RB;chi;a;oak;11.4;9000
12;2011;2495;Bush, Reggie;RB;mia;a;dal;11.1;7000
12;2011;2633;Ware, Danny;RB;nyg;a;nor;10.8;4800
12;2011;2472;Jacobs, Brandon;RB;nyg;a;nor;10.6;6400
12;2011;2709;Greene, Shonn;RB;nyj;h;buf;10.5;6400
12;2011;2608;Rice, Ray;RB;bal;h;sfo;9.8;9800
12;2011;2612;Stewart, Jonathan;RB;car;a;ind;9.7;6600
12;2011;2418;Jackson, Steven;RB;stl;h;ari;9.3;8200
12;2011;2484;Sproles, Darren;RB;nor;h;nyg;9.2;7200
12;2011;2775;Spiller, C.J.;RB;buf;a;nyj;8.5;5400
12;2011;2549;Kuhn, John;RB;gnb;a;det;8;4800
12;2011;2647;Tolbert, Mike;RB;sdg;h;den;7.8;6600
12;2011;2635;Mendenhall, Rashard;RB;pit;a;kan;7.7;7200
12;2011;2622;Smith, Kevin;RB;det;h;gnb;7.2;6000
12;2011;2620;Hillis, Peyton;RB;cle;a;cin;7.1;7800
12;2011;2434;Turner, Michael;RB;atl;h;min;6.9;8400
12;2011;2452;Barber III, Marion;RB;chi;a;oak;6.3;5600
12;2011;2580;Grant, Ryan;RB;gnb;a;det;5.5;5200
12;2011;2756;McKnight, Joe;RB;nyj;h;buf;5.5;5000
12;2011;2467;Gore, Frank;RB;sfo;a;bal;5.3;8200
12;2011;2228;Jones, Thomas;RB;kan;h;pit;4.9;5000
12;2011;3953;McCluster, Dexter;RB;kan;h;pit;4.9;5000
12;2011;2818;Rodgers, Jacquizz;RB;atl;h;min;4.1;4600
12;2011;2677;Redman, Isaac;RB;pit;a;kan;4;4800
12;2011;2671;Johnson, Jeremiah;RB;den;a;sdg;3.4;4500
12;2011;2189;Williams, Ricky;RB;bal;h;sfo;3.3;5000
12;2011;2791;Young, Darrel;RB;was;a;sea;3.2;4500
12;2011;2794;Thomas, Daniel;RB;mia;a;dal;3.2;5600
12;2011;2814;Hunter, Kendall;RB;sfo;a;bal;3.2;5400
12;2011;2649;Lumpkin, Kregg;RB;tam;a;ten;2.8;5200
12;2011;2668;Stephens-Howling, LaRod;RB;ari;a;stl;2.8;4800
12;2011;2779;Tate, Ben;RB;hou;a;jac;2.6;6200
12;2011;2691;Ogbonnaya, Chris;RB;cle;a;cin;2.5;5600
12;2011;2847;Saine, Brandon;RB;gnb;a;det;2.4;0
12;2011;2496;Addai, Joseph;RB;ind;h;car;2.3;5800
12;2011;2501;Norwood, Jerious;RB;stl;h;ari;2.2;4500
12;2011;2689;Woodhead, Danny;RB;nwe;a;phi;2;5000
12;2011;2426;Moore, Mewelde;RB;pit;a;kan;2;4800
12;2011;2601;Battle, Jackie;RB;kan;h;pit;2;5400
12;2011;4111;Sellers, Mike;RB;was;a;sea;2;4500
12;2011;2669;Ball, Lance;RB;den;a;sdg;1.9;5600
12;2011;2777;Starks, James;RB;gnb;a;det;1.9;6600
12;2011;2830;Vereen, Shane;RB;nwe;a;phi;1.8;4500
12;2011;2673;Ringer, Javon;RB;ten;h;tam;1.8;5400
12;2011;2530;Hall, Ahmard;RB;ten;h;tam;1.7;4500
12;2011;2473;Leach, Vonta;RB;bal;h;sfo;1.7;4500
12;2011;2563;Snelling, Jason;RB;atl;h;min;1.6;5000
12;2011;2837;Hynoski, Henry;RB;nyg;a;nor;1.5;4500
12;2011;2695;Scott, Bernard;RB;cin;h;cle;1.3;5400
12;2011;2773;Smith, Alfonso;RB;ari;a;stl;1.2;4800
12;2011;3605;Robinson, Michael;RB;sea;h;was;1.2;4500
12;2011;2723;Brinkley, Curtis;RB;sdg;h;den;1.1;4600
12;2011;4439;Casey, James;RB;hou;a;jac;1;4600
12;2011;2823;Mahaffey, Ryan;RB;ind;h;car;1;0
12;2011;2616;Jones, Felix;RB;dal;h;mia;0.9;6000
12;2011;2507;Washington, Leon;RB;sea;h;was;0.9;4600
12;2011;2531;Owens, Montell;RB;jac;h;hou;0.9;4500
12;2011;2822;Sherman, Anthony;RB;ari;a;stl;0.9;4500
12;2011;2750;Karim, Deji;RB;jac;h;hou;0.8;4600
12;2011;2642;Forsett, Justin;RB;sea;h;was;0.7;4800
12;2011;2337;Taylor, Chester;RB;ari;a;stl;0.7;4600
12;2011;2726;Conner, John;RB;nyj;h;buf;0.6;4800
12;2011;4543;Clay, Charles;RB;mia;a;dal;0.4;5200
12;2011;2657;Larsen, Spencer;RB;den;a;sdg;0.4;4500
12;2011;2829;Ridley, Stevan;RB;nwe;a;phi;0.4;4600
12;2011;2332;Cartwright, Rock;RB;oak;h;chi;0.4;4500
12;2011;2844;Royster, Evan;RB;was;a;sea;0.3;4500
12;2011;2639;Hester, Jacob;RB;sdg;h;den;0.2;4800
