Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
11;2014;1252;Rodgers, Aaron;QB;gnb;h;phi;28.84;10100
11;2014;1263;Cutler, Jay;QB;chi;h;min;25.3;8000
11;2014;1412;Wilson, Russell;QB;sea;a;kan;22.22;8300
11;2014;1403;Dalton, Andy;QB;cin;a;nor;22;7900
11;2014;1378;Newton, Cam;QB;car;h;atl;20.68;7800
11;2014;1409;Luck, Andrew;QB;ind;h;nwe;20.62;10200
11;2014;1175;McCown, Josh;QB;tam;a;was;20.32;7000
11;2014;1290;Stanton, Drew;QB;ari;h;det;17.84;5900
11;2014;1440;Mettenberger, Zach;QB;ten;h;pit;17.52;6000
11;2014;1081;Manning, Peyton;QB;den;a;stl;17.46;10400
11;2014;1410;Tannehill, Ryan;QB;mia;h;buf;17.3;7900
11;2014;1131;Brady, Tom;QB;nwe;a;ind;16.08;9500
11;2014;1339;Sanchez, Mark;QB;phi;a;gnb;15.84;6900
11;2014;1336;Hoyer, Brian;QB;cle;h;hou;15.6;6200
11;2014;1401;Mallett, Ryan;QB;hou;a;cle;15.14;6000
11;2014;1301;Ryan, Matt;QB;atl;a;car;15.12;7700
11;2014;1151;Brees, Drew;QB;nor;h;cin;14.5;9300
11;2014;1408;Griffin III, Robert;QB;was;h;tam;14.38;7400
11;2014;1404;Kaepernick, Colin;QB;sfo;a;nyg;14.12;7400
11;2014;1213;Hill, Shaun;QB;stl;h;den;13.3;5000
11;2014;1231;Rivers, Philip;QB;sdg;h;oak;11.62;8500
11;2014;1232;Roethlisberger, Ben;QB;pit;a;ten;11.48;8300
11;2014;1225;Manning, Eli;QB;nyg;h;sfo;10.2;7400
11;2014;1439;Bridgewater, Teddy;QB;min;a;chi;9.52;6600
11;2014;1250;Orton, Kyle;QB;buf;a;mia;7.92;7700
11;2014;1340;Stafford, Matthew;QB;det;a;ari;6.32;8600
11;2014;1441;Carr, Derek;QB;oak;a;sdg;4.88;6600
11;2014;1254;Smith, Alex;QB;kan;h;sea;4.22;7300
11;2014;1307;Flynn, Matt;QB;gnb;h;phi;0.74;5000
11;2014;1234;Schaub, Matt;QB;oak;a;sdg;0;5000
11;2014;1227;McCown, Luke;QB;nor;h;cin;0;5000
11;2014;5071;Webb, Joe;QB;car;h;atl;0;5000
11;2014;1452;Garoppolo, Jimmy;QB;nwe;a;ind;-0.2;5000
11;2014;2953;Gray, Jonas;RB;nwe;a;ind;43.9;5800
11;2014;2888;Bell, Le'Veon;RB;pit;a;ten;29.2;8600
11;2014;2629;Charles, Jamaal;RB;kan;h;sea;28.8;8700
11;2014;2896;Lacy, Eddie;RB;gnb;h;phi;24.9;8200
11;2014;2613;Forte, Matt;RB;chi;h;min;20.5;9300
11;2014;2928;Hill, Jeremy;RB;cin;a;nor;17;6500
11;2014;2960;Blue, Alfred;RB;hou;a;cle;15.6;6400
11;2014;2924;Anderson, C.J.;RB;den;a;stl;15.5;6500
11;2014;2871;Morris, Alfred;RB;was;h;tam;14.2;7300
11;2014;2793;Ingram, Mark;RB;nor;h;cin;13.2;8000
11;2014;2552;Lynch, Marshawn;RB;sea;a;kan;13;9000
11;2014;2719;Bell, Joique;RB;det;a;ari;13;6500
11;2014;2813;Helu, Roy;RB;was;h;tam;12.7;5100
11;2014;2932;Mason, Tre;RB;stl;h;den;11.9;5300
11;2014;2707;McCoy, LeSean;RB;phi;a;gnb;11.1;7700
11;2014;2927;Sankey, Bishop;RB;ten;h;pit;11;5300
11;2014;2859;Miller, Lamar;RB;mia;h;buf;10.8;6900
11;2014;2851;Brown, Bryce;RB;buf;a;mia;10.6;5300
11;2014;2467;Gore, Frank;RB;sfo;a;nyg;10.4;7000
11;2014;2830;Vereen, Shane;RB;nwe;a;ind;9.7;6500
