Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
5;2014;1412;Wilson, Russell;QB;sea;a;was;34.24;8300
5;2014;1081;Manning, Peyton;QB;den;h;ari;32.96;9800
5;2014;1445;Davis, Austin;QB;stl;a;phi;26;7200
5;2014;1263;Cutler, Jay;QB;chi;a;car;23.76;7700
5;2014;1336;Hoyer, Brian;QB;cle;a;ten;22.88;5800
5;2014;1231;Rivers, Philip;QB;sdg;h;nyj;22.82;8900
5;2014;1409;Luck, Andrew;QB;ind;h;bal;21.68;10000
5;2014;1131;Brady, Tom;QB;nwe;h;cin;20.98;7900
5;2014;1233;Romo, Tony;QB;dal;h;hou;19.96;7500
5;2014;1151;Brees, Drew;QB;nor;h;tam;19.74;9100
5;2014;1415;Cousins, Kirk;QB;was;h;sea;19.72;7600
5;2014;1252;Rodgers, Aaron;QB;gnb;h;min;18.24;9700
5;2014;1403;Dalton, Andy;QB;cin;a;nwe;17.76;7700
5;2014;1420;Glennon, Mike;QB;tam;a;nor;16.96;6100
5;2014;1382;Locker, Jake;QB;ten;h;cle;16.56;6800
5;2014;1378;Newton, Cam;QB;car;h;chi;16.1;7600
5;2014;1225;Manning, Eli;QB;nyg;h;atl;15.7;7300
5;2014;1272;Whitehurst, Charlie;QB;ten;h;cle;15.66;5400
5;2014;1301;Ryan, Matt;QB;atl;a;nyg;15.64;8500
5;2014;1250;Orton, Kyle;QB;buf;a;det;15.32;5000
5;2014;1254;Smith, Alex;QB;kan;a;sfo;14.6;7000
5;2014;1413;Foles, Nick;QB;phi;h;stl;14.58;7900
5;2014;1386;Ponder, Christian;QB;min;a;gnb;14.38;5400
5;2014;1404;Kaepernick, Colin;QB;sfo;h;kan;13.84;7800
5;2014;1232;Roethlisberger, Ben;QB;pit;a;jac;12.72;8300
5;2014;1340;Stafford, Matthew;QB;det;h;buf;12.64;8800
5;2014;1302;Flacco, Joe;QB;bal;a;ind;8.4;7500
5;2014;1463;Thomas, Logan;QB;ari;a;den;7.24;5000
