Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
17;2012;1151;Brees, Drew;QB;nor;h;car;30.84;9400
17;2012;1252;Rodgers, Aaron;QB;gnb;a;min;28.6;9300
17;2012;1225;Manning, Eli;QB;nyg;h;phi;28.32;7300
17;2012;1412;Wilson, Russell;QB;sea;h;stl;25.8;7600
17;2012;1081;Manning, Peyton;QB;den;h;kan;24.16;8700
17;2012;1407;Pryor, Terrelle;QB;oak;a;sdg;23.9;5000
17;2012;1386;Ponder, Christian;QB;min;h;gnb;22.96;6200
17;2012;1404;Kaepernick, Colin;QB;sfo;h;ari;19.54;7700
17;2012;1131;Brady, Tom;QB;nwe;h;mia;19.36;9700
17;2012;1340;Stafford, Matthew;QB;det;h;chi;18.78;8800
17;2012;1309;Henne, Chad;QB;jac;a;ten;18.22;6400
17;2012;1400;Taylor, Tyrod;QB;bal;a;cin;17.46;5000
17;2012;1263;Cutler, Jay;QB;chi;a;det;17.18;6600
17;2012;1232;Roethlisberger, Ben;QB;pit;h;cle;17.16;8200
17;2012;1408;Griffin III, Robert;QB;was;h;dal;16.3;9500
17;2012;1409;Luck, Andrew;QB;ind;h;hou;15.74;8400
17;2012;1233;Romo, Tony;QB;dal;a;was;15.72;8500
17;2012;1301;Ryan, Matt;QB;atl;h;tam;14.62;9100
17;2012;1231;Rivers, Philip;QB;sdg;h;oak;13.74;6900
17;2012;1344;Bradford, Sam;QB;stl;a;sea;13.68;6900
17;2012;1155;Vick, Michael;QB;phi;a;nyg;13.38;7700
17;2012;1242;Fitzpatrick, Ryan;QB;buf;h;nyj;13;6900
17;2012;1336;Hoyer, Brian;QB;ari;a;sfo;12.6;5000
17;2012;1378;Newton, Cam;QB;car;a;nor;12.32;9300
17;2012;1330;Freeman, Josh;QB;tam;a;atl;11.98;7600
17;2012;1360;Lewis, Thaddeus;QB;cle;a;pit;11.46;5000
17;2012;1234;Schaub, Matt;QB;hou;a;ind;8.9;7400
17;2012;1403;Dalton, Andy;QB;cin;h;bal;7.52;7600
17;2012;1410;Tannehill, Ryan;QB;mia;a;nwe;7.2;6900
17;2012;1382;Locker, Jake;QB;ten;h;jac;6.38;7100
17;2012;1339;Sanchez, Mark;QB;nyj;a;buf;5.1;5200
