Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
8;2012;1340;Stafford, Matthew;QB;det;h;sea;32.28;8800
8;2012;1131;Brady, Tom;QB;nwe;a;stl;28.46;9300
8;2012;1081;Manning, Peyton;QB;den;h;nor;24.6;8800
8;2012;1301;Ryan, Matt;QB;atl;a;phi;24.28;8800
8;2012;1233;Romo, Tony;QB;dal;h;nyg;23.48;7600
8;2012;1330;Freeman, Josh;QB;tam;a;min;22.38;7700
8;2012;1254;Smith, Alex;QB;sfo;a;ari;21.88;6500
8;2012;1232;Roethlisberger, Ben;QB;pit;h;was;21.48;7900
8;2012;1409;Luck, Andrew;QB;ind;a;ten;17.68;7700
8;2012;1412;Wilson, Russell;QB;sea;a;det;17.34;5600
8;2012;1381;Gabbert, Blaine;QB;jac;a;gnb;16.12;5300
8;2012;1155;Vick, Michael;QB;phi;h;atl;15.84;8500
8;2012;1151;Brees, Drew;QB;nor;a;den;15.72;9900
8;2012;1207;Palmer, Carson;QB;oak;a;kan;15.26;7400
8;2012;1060;Hasselbeck, Matt;QB;ten;h;ind;14.44;6200
8;2012;1378;Newton, Cam;QB;car;a;chi;14.26;8800
8;2012;1386;Ponder, Christian;QB;min;h;tam;14.24;6800
8;2012;1252;Rodgers, Aaron;QB;gnb;h;jac;13.84;9900
8;2012;1241;Cassel, Matt;QB;kan;h;oak;13.22;5900
8;2012;1339;Sanchez, Mark;QB;nyj;h;mia;12.92;6000
8;2012;1408;Griffin III, Robert;QB;was;a;pit;11.88;9300
8;2012;1344;Bradford, Sam;QB;stl;h;nwe;11.5;6200
8;2012;1369;Skelton, John;QB;ari;h;sfo;10.7;5300
8;2012;1298;Moore, Matt;QB;mia;a;nyj;8.84;5300
8;2012;1225;Manning, Eli;QB;nyg;a;dal;6.98;8200
8;2012;1263;Cutler, Jay;QB;chi;h;car;6.84;6700
8;2012;1231;Rivers, Philip;QB;sdg;a;cle;6.16;7700
8;2012;1411;Weeden, Brandon;QB;cle;h;sdg;5.56;6500
8;2012;1262;Clemens, Kellen;QB;stl;h;nwe;1.06;5000
8;2012;1286;Quinn, Brady;QB;kan;h;oak;0.84;5100
8;2012;1410;Tannehill, Ryan;QB;mia;a;nyj;0.72;6300
8;2012;1401;Mallett, Ryan;QB;nwe;a;stl;0.38;5000
8;2012;1373;Tebow, Tim;QB;nyj;h;mia;0.2;5100
8;2012;1334;Daniel, Chase;QB;nor;a;den;0;5000
8;2012;1414;Osweiler, Brock;QB;den;h;nor;-0.1;5000
8;2012;2858;Martin, Doug;RB;tam;a;min;34.9;6800
8;2012;2373;McGahee, Willis;RB;den;h;nor;20.5;6200
8;2012;2707;McCoy, LeSean;RB;phi;h;atl;20.2;8000
8;2012;2865;Richardson, Trent;RB;cle;h;sdg;19.9;7600
8;2012;2829;Ridley, Stevan;RB;nwe;a;stl;18.7;7000
8;2012;2613;Forte, Matt;RB;chi;h;car;17.9;7400
8;2012;2553;Peterson, Adrian;RB;min;h;tam;17.2;8200
8;2012;2552;Lynch, Marshawn;RB;sea;a;det;17.1;7300
8;2012;2603;McFadden, Darren;RB;oak;a;kan;15.7;7600
8;2012;2484;Sproles, Darren;RB;nor;a;den;15;6800
8;2012;2456;Brown, Ronnie;RB;sdg;a;cle;13.7;4800
8;2012;2850;Ballard, Vick;RB;ind;a;ten;13.6;5000
8;2012;2645;Johnson, Chris;RB;ten;h;ind;12.7;7300
8;2012;2658;Jennings, Rashad;RB;jac;a;gnb;12.5;5600
8;2012;2732;Dwyer, Jonathan;RB;pit;h;was;12;5400
8;2012;2709;Greene, Shonn;RB;nyj;h;mia;11.6;6500
8;2012;2794;Thomas, Daniel;RB;mia;a;nyj;11;4800
8;2012;2818;Rodgers, Jacquizz;RB;atl;a;phi;10.5;4800
8;2012;2830;Vereen, Shane;RB;nwe;a;stl;10.4;4600
8;2012;2832;Green, Alex;RB;gnb;h;jac;10.2;5300
8;2012;2612;Stewart, Jonathan;RB;car;a;chi;10;5400
8;2012;2754;Mathews, Ryan;RB;sdg;a;cle;9.4;7600
8;2012;2563;Snelling, Jason;RB;atl;a;phi;9.2;4500
8;2012;2856;Hillman, Ronnie;RB;den;h;nor;8.7;4800
8;2012;2689;Woodhead, Danny;RB;nwe;a;stl;8.4;4800
8;2012;2698;Brown, Andre;RB;nyg;a;dal;8.1;5700
8;2012;2705;Brown, Donald;RB;ind;a;ten;8;5700
8;2012;2877;Johnson, Will;RB;pit;h;was;7.8;4500
8;2012;2719;Bell, Joique;RB;det;h;sea;7.8;4800
8;2012;2467;Gore, Frank;RB;sfo;a;ari;7.1;7400
8;2012;2864;Richardson, Daryl;RB;stl;h;nwe;7;5400
8;2012;2795;LeShoure, Mikel;RB;det;h;sea;7;5600
8;2012;2434;Turner, Michael;RB;atl;a;phi;6.9;6800
8;2012;2811;Carter, Delone;RB;ind;a;ten;6.8;4500
8;2012;4523;Lorig, Erik;RB;tam;a;min;6.6;4500
8;2012;2616;Jones, Felix;RB;dal;h;nyg;5.9;5900
8;2012;2598;Thomas, Pierre;RB;nor;a;den;5.9;5400
8;2012;2871;Morris, Alfred;RB;was;a;pit;5.9;7100
8;2012;2535;Bradshaw, Ahmad;RB;nyg;a;dal;5.8;7300
8;2012;2418;Jackson, Steven;RB;stl;h;nwe;5.5;5900
8;2012;2814;Hunter, Kendall;RB;sfo;a;ari;5.4;4800
8;2012;2668;Stephens-Howling, LaRod;RB;ari;h;sfo;5.3;5600
