Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
5;2011;1232;Roethlisberger, Ben;QB;pit;h;ten;28.12;7800
5;2011;1241;Cassel, Matt;QB;kan;a;ind;27.48;7500
5;2011;1155;Vick, Michael;QB;phi;a;buf;25.6;9600
5;2011;1378;Newton, Cam;QB;car;h;nor;24.66;8500
5;2011;1225;Manning, Eli;QB;nyg;h;sea;24.3;8300
5;2011;1252;Rodgers, Aaron;QB;gnb;a;atl;23.74;9900
5;2011;1234;Schaub, Matt;QB;hou;h;oak;22.64;8200
5;2011;1151;Brees, Drew;QB;nor;a;car;21.36;9600
5;2011;1332;Painter, Curtis;QB;ind;h;kan;18.98;5600
5;2011;1254;Smith, Alex;QB;sfo;h;tam;18.8;7200
5;2011;1231;Rivers, Philip;QB;sdg;a;den;18;8800
5;2011;1373;Tebow, Tim;QB;den;h;sdg;16.96;6700
5;2011;1131;Brady, Tom;QB;nwe;h;nyj;16.14;9600
5;2011;1340;Stafford, Matthew;QB;det;h;chi;15.86;8800
5;2011;1339;Sanchez, Mark;QB;nyj;a;nwe;14.64;7200
5;2011;1240;Campbell, Jason;QB;oak;a;hou;14.6;7400
5;2011;1263;Cutler, Jay;QB;chi;a;det;14.26;7500
5;2011;1403;Dalton, Andy;QB;cin;a;jac;14.16;6200
5;2011;1060;Hasselbeck, Matt;QB;ten;a;pit;13.78;7500
5;2011;1086;McNabb, Donovan;QB;min;h;ari;13.16;7200
5;2011;1242;Fitzpatrick, Ryan;QB;buf;h;phi;11.42;8300
5;2011;1260;Jackson, Tarvaris;QB;sea;a;nyg;11.34;6200
5;2011;1272;Whitehurst, Charlie;QB;sea;a;nyg;10.56;5100
5;2011;1381;Gabbert, Blaine;QB;jac;h;cin;9.94;5900
5;2011;1301;Ryan, Matt;QB;atl;h;gnb;9.58;8200
5;2011;1282;Kolb, Kevin;QB;ari;a;min;6.28;7500
5;2011;1330;Freeman, Josh;QB;tam;a;sfo;5.68;7700
5;2011;1404;Kaepernick, Colin;QB;sfo;h;tam;1.2;5100
5;2011;1320;Johnson, Josh;QB;tam;a;sfo;0.28;5100
5;2011;1250;Orton, Kyle;QB;kan;a;ind;0.26;7800
5;2011;1015;Brunell, Mark;QB;nyj;a;nwe;0;5100
5;2011;1334;Daniel, Chase;QB;nor;a;car;0;5100
5;2011;1304;Bartel, Richard;QB;ari;a;min;-0.12;5100
5;2011;2553;Peterson, Adrian;RB;min;h;ari;30.2;9400
5;2011;2520;Jackson, Fred;RB;buf;h;phi;28.6;8000
5;2011;2650;Green-Ellis, BenJarvus;RB;nwe;h;nyj;27.4;6900
5;2011;2720;Best, Jahvid;RB;det;h;chi;25.2;7500
5;2011;2696;Foster, Arian;RB;hou;h;oak;20.9;9400
5;2011;2467;Gore, Frank;RB;sfo;h;tam;19.3;8300
5;2011;2552;Lynch, Marshawn;RB;sea;a;nyg;19.1;6100
5;2011;2707;McCoy, LeSean;RB;phi;a;buf;18.7;9600
5;2011;2500;Williams, DeAngelo;RB;car;h;nor;17.5;6700
5;2011;2613;Forte, Matt;RB;chi;a;det;17.1;9100
5;2011;2709;Greene, Shonn;RB;nyj;a;nwe;16.2;6400
5;2011;2601;Battle, Jackie;RB;kan;a;ind;15;4500
5;2011;2373;McGahee, Willis;RB;den;h;sdg;14.5;5900
5;2011;2502;Jones-Drew, Maurice;RB;jac;h;cin;14.5;9100
5;2011;2645;Johnson, Chris;RB;ten;a;pit;14;8800
5;2011;2754;Mathews, Ryan;RB;sdg;a;den;13.7;8600
