Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
6;2012;1252;Rodgers, Aaron;QB;gnb;a;hou;39.22;9800
6;2012;1408;Griffin III, Robert;QB;was;h;min;36.08;8900
6;2012;1330;Freeman, Josh;QB;tam;h;kan;24.62;6900
6;2012;1155;Vick, Michael;QB;phi;h;det;24.34;8200
6;2012;1344;Bradford, Sam;QB;stl;a;mia;24;5700
6;2012;1412;Wilson, Russell;QB;sea;h;nwe;23.42;5400
6;2012;1081;Manning, Peyton;QB;den;a;sdg;23.16;8900
6;2012;1403;Dalton, Andy;QB;cin;a;cle;22.74;7800
6;2012;1340;Stafford, Matthew;QB;det;a;phi;22.14;8500
6;2012;1131;Brady, Tom;QB;nwe;a;sea;21.8;9200
6;2012;1386;Ponder, Christian;QB;min;a;was;21.38;6900
6;2012;1232;Roethlisberger, Ben;QB;pit;a;ten;18.92;7700
6;2012;1233;Romo, Tony;QB;dal;a;bal;17.44;7800
6;2012;1411;Weeden, Brandon;QB;cle;h;cin;16.54;6100
6;2012;1410;Tannehill, Ryan;QB;mia;h;stl;15.3;6200
6;2012;1207;Palmer, Carson;QB;oak;a;atl;15.12;6900
6;2012;1060;Hasselbeck, Matt;QB;ten;h;pit;14.8;5900
6;2012;1282;Kolb, Kevin;QB;ari;h;buf;14.72;6400
6;2012;1302;Flacco, Joe;QB;bal;h;dal;13.56;7400
6;2012;1301;Ryan, Matt;QB;atl;h;oak;12.46;9000
6;2012;1225;Manning, Eli;QB;nyg;a;sfo;11.52;8600
6;2012;1339;Sanchez, Mark;QB;nyj;h;ind;11.18;5900
6;2012;1231;Rivers, Philip;QB;sdg;h;den;9.68;7800
6;2012;1234;Schaub, Matt;QB;hou;h;gnb;7.28;7100
6;2012;1409;Luck, Andrew;QB;ind;a;nyj;7.1;7900
6;2012;1242;Fitzpatrick, Ryan;QB;buf;a;ari;6.62;7500
6;2012;1286;Quinn, Brady;QB;kan;a;tam;6.3;5400
6;2012;1254;Smith, Alex;QB;sfo;h;nyg;5.5;7000
6;2012;1404;Kaepernick, Colin;QB;sfo;h;nyg;3.88;5200
6;2012;1373;Tebow, Tim;QB;nyj;h;ind;1.62;5200
6;2012;1369;Skelton, John;QB;ari;h;buf;0.8;5400
6;2012;1260;Jackson, Tarvaris;QB;buf;a;ari;0;5400
6;2012;1355;Harrell, Graham;QB;gnb;a;hou;0;5000
6;2012;1399;Yates, T.J.;QB;hou;h;gnb;-0.08;5200
6;2012;2709;Greene, Shonn;RB;nyj;h;ind;34.1;5400
6;2012;2608;Rice, Ray;RB;bal;h;dal;23.1;8900
6;2012;2775;Spiller, C.J.;RB;buf;a;ari;19;7000
6;2012;2535;Bradshaw, Ahmad;RB;nyg;a;sfo;18.5;7100
6;2012;2616;Jones, Felix;RB;dal;a;bal;17;4800
6;2012;2696;Foster, Arian;RB;hou;h;gnb;16.6;9400
6;2012;2553;Peterson, Adrian;RB;min;a;was;16.4;8000
6;2012;2603;McFadden, Darren;RB;oak;a;atl;15.3;7800
6;2012;2520;Jackson, Fred;RB;buf;a;ari;14.8;5400
6;2012;2707;McCoy, LeSean;RB;phi;h;det;14.3;8100
6;2012;2858;Martin, Doug;RB;tam;h;kan;14.1;6200
6;2012;2677;Redman, Isaac;RB;pit;a;ten;13.9;5100
6;2012;2645;Johnson, Chris;RB;ten;h;pit;13.4;6600
6;2012;2738;Hardesty, Montario;RB;cle;h;cin;13;4500
6;2012;2692;Peerman, Cedric;RB;cin;a;cle;12.3;4500
