Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
4;2012;1131;Brady, Tom;QB;nwe;a;buf;32;9400
4;2012;1378;Newton, Cam;QB;car;a;atl;31.2;8900
4;2012;1151;Brees, Drew;QB;nor;a;gnb;29.84;9600
4;2012;1252;Rodgers, Aaron;QB;gnb;h;nor;29.06;9400
4;2012;1242;Fitzpatrick, Ryan;QB;buf;h;nwe;27.4;7200
4;2012;1301;Ryan, Matt;QB;atl;h;car;25.76;8500
4;2012;1081;Manning, Peyton;QB;den;h;oak;25.42;8300
4;2012;1302;Flacco, Joe;QB;bal;h;cle;23.64;6900
4;2012;1403;Dalton, Andy;QB;cin;a;jac;23.26;7600
4;2012;1408;Griffin III, Robert;QB;was;a;tam;23.22;8900
4;2012;1282;Kolb, Kevin;QB;ari;h;mia;22.96;6000
4;2012;1340;Stafford, Matthew;QB;det;h;min;20.16;8700
4;2012;1225;Manning, Eli;QB;nyg;a;phi;19.36;8500
4;2012;1410;Tannehill, Ryan;QB;mia;a;ari;19.24;5600
4;2012;1155;Vick, Michael;QB;phi;h;nyg;18.54;8500
4;2012;1263;Cutler, Jay;QB;chi;a;dal;17;6300
4;2012;1234;Schaub, Matt;QB;hou;h;ten;15.88;7200
4;2012;1330;Freeman, Josh;QB;tam;h;was;15.76;6700
4;2012;1231;Rivers, Philip;QB;sdg;a;kan;15.36;7800
4;2012;1241;Cassel, Matt;QB;kan;h;sdg;15.04;5800
4;2012;1381;Gabbert, Blaine;QB;jac;h;cin;12.34;5400
4;2012;1060;Hasselbeck, Matt;QB;ten;a;hou;12.02;5400
4;2012;1411;Weeden, Brandon;QB;cle;a;bal;11.8;6000
4;2012;1233;Romo, Tony;QB;dal;h;chi;11.28;7800
4;2012;1404;Kaepernick, Colin;QB;sfo;a;nyj;11;5000
4;2012;1250;Orton, Kyle;QB;dal;h;chi;9.56;5000
4;2012;1207;Palmer, Carson;QB;oak;a;den;8.08;7200
4;2012;1344;Bradford, Sam;QB;stl;h;sea;7.64;6000
4;2012;1254;Smith, Alex;QB;sfo;a;nyj;6.92;6700
4;2012;1386;Ponder, Christian;QB;min;a;det;4.94;6900
4;2012;1412;Wilson, Russell;QB;sea;a;stl;4.8;5400
4;2012;1339;Sanchez, Mark;QB;nyj;h;sfo;1.12;6300
4;2012;1373;Tebow, Tim;QB;nyj;h;sfo;0.36;5200
4;2012;1400;Taylor, Tyrod;QB;bal;h;cle;0;5000
4;2012;1291;Thigpen, Tyler;QB;buf;h;nwe;0;5000
4;2012;1334;Daniel, Chase;QB;nor;a;gnb;0;5000
4;2012;1382;Locker, Jake;QB;ten;a;hou;0;6900
4;2012;1414;Osweiler, Brock;QB;den;h;oak;-0.1;0
4;2012;1355;Harrell, Graham;QB;gnb;h;nor;-2;5000
4;2012;2434;Turner, Michael;RB;atl;h;car;24.6;6100
4;2012;2552;Lynch, Marshawn;RB;sea;a;stl;23.5;7600
4;2012;2829;Ridley, Stevan;RB;nwe;a;buf;22.6;6300
4;2012;2373;McGahee, Willis;RB;den;h;oak;22.5;5400
4;2012;2601;Battle, Jackie;RB;sdg;a;kan;22.1;4900
4;2012;2874;Bolden, Brandon;RB;nwe;a;buf;21.3;4500
4;2012;2629;Charles, Jamaal;RB;kan;h;sdg;21;7800
4;2012;2865;Richardson, Trent;RB;cle;a;bal;18.4;8000
4;2012;2871;Morris, Alfred;RB;was;a;tam;17.4;6300
4;2012;2645;Johnson, Chris;RB;ten;a;hou;16.7;6500
4;2012;2696;Foster, Arian;RB;hou;h;ten;15.9;9600
4;2012;2707;McCoy, LeSean;RB;phi;h;nyg;15.5;8100
4;2012;2484;Sproles, Darren;RB;nor;a;gnb;14.9;7100
4;2012;2467;Gore, Frank;RB;sfo;a;nyj;14.5;7100
4;2012;2553;Peterson, Adrian;RB;min;a;det;14.2;8000
4;2012;2608;Rice, Ray;RB;bal;h;cle;13.6;9400
4;2012;2454;Benson, Cedric;RB;gnb;h;nor;12.6;6900
4;2012;4439;Casey, James;RB;hou;h;ten;12.1;4500
4;2012;2831;Murray, DeMarco;RB;dal;h;chi;11.6;7400
4;2012;2500;Williams, DeAngelo;RB;car;a;atl;11.6;5400
4;2012;2814;Hunter, Kendall;RB;sfo;a;nyj;11.6;4500
4;2012;2502;Jones-Drew, Maurice;RB;jac;h;cin;10.5;8500
4;2012;2719;Bell, Joique;RB;det;h;min;10.4;4500
4;2012;2689;Woodhead, Danny;RB;nwe;a;buf;9.3;4900
4;2012;2754;Mathews, Ryan;RB;sdg;a;kan;9.2;7800
4;2012;2535;Bradshaw, Ahmad;RB;nyg;a;phi;9.2;6300
4;2012;2669;Ball, Lance;RB;den;h;oak;8.9;4500
