Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
6;2013;1378;Newton, Cam;QB;car;a;min;30.68;8300
6;2013;1413;Foles, Nick;QB;phi;a;tam;30.04;6500
6;2013;1403;Dalton, Andy;QB;cin;a;buf;26.18;7200
6;2013;1340;Stafford, Matthew;QB;det;a;cle;25.52;8500
6;2013;1360;Lewis, Thaddeus;QB;buf;h;cin;22.34;0
6;2013;1263;Cutler, Jay;QB;chi;h;nyg;20.48;7900
6;2013;1302;Flacco, Joe;QB;bal;h;gnb;20.28;6600
6;2013;1420;Glennon, Mike;QB;tam;h;phi;19.92;5500
6;2013;1411;Weeden, Brandon;QB;cle;h;det;18.68;5000
6;2013;1207;Palmer, Carson;QB;ari;a;sfo;17.92;6300
6;2013;1252;Rodgers, Aaron;QB;gnb;a;bal;17.7;9400
6;2013;1151;Brees, Drew;QB;nor;a;nwe;17.54;9700
6;2013;1344;Bradford, Sam;QB;stl;a;hou;17.08;7000
6;2013;1404;Kaepernick, Colin;QB;sfo;h;ari;16.88;8500
6;2013;1412;Wilson, Russell;QB;sea;h;ten;16.38;8300
6;2013;1232;Roethlisberger, Ben;QB;pit;a;nyj;15.66;7000
6;2013;1407;Pryor, Terrelle;QB;oak;a;kan;15.64;6600
6;2013;1131;Brady, Tom;QB;nwe;h;nor;15.36;8400
6;2013;1408;Griffin III, Robert;QB;was;a;dal;14.54;8200
6;2013;1081;Manning, Peyton;QB;den;h;jac;14.1;10800
6;2013;1231;Rivers, Philip;QB;sdg;h;ind;13.38;7600
6;2013;1241;Cassel, Matt;QB;min;h;car;12.34;5700
6;2013;1225;Manning, Eli;QB;nyg;a;chi;10.56;7000
6;2013;1309;Henne, Chad;QB;jac;a;den;9.82;5300
6;2013;1233;Romo, Tony;QB;dal;h;was;9.8;8800
6;2013;1409;Luck, Andrew;QB;ind;a;sdg;8.98;8700
6;2013;1242;Fitzpatrick, Ryan;QB;ten;a;sea;8.14;6000
6;2013;1254;Smith, Alex;QB;kan;h;oak;8.02;6500
6;2013;1234;Schaub, Matt;QB;hou;h;stl;7.44;6900
6;2013;1426;Smith, Geno;QB;nyj;h;pit;6.84;6700
6;2013;1399;Yates, T.J.;QB;hou;h;stl;1.92;5000
6;2013;1227;McCown, Luke;QB;nor;a;nwe;0;5000
6;2013;1239;Anderson, Derek;QB;car;a;min;-0.1;5000
6;2013;2706;Moreno, Knowshon;RB;den;h;jac;31.9;7000
6;2013;2552;Lynch, Marshawn;RB;sea;h;ten;29.5;8400
6;2013;2629;Charles, Jamaal;RB;kan;h;oak;27.3;9400
6;2013;2472;Jacobs, Brandon;RB;nyg;a;chi;23.9;4500
6;2013;2829;Ridley, Stevan;RB;nwe;h;nor;23.5;6300
6;2013;2495;Bush, Reggie;RB;det;a;cle;22;8500
6;2013;2696;Foster, Arian;RB;hou;h;stl;21.8;8600
6;2013;2889;Bernard, Giovani;RB;cin;a;buf;19;6100
